,course,student,hoursWork_mean,ETA_mean,numAttendence_max,age,numChildren,enrollmentTime,distance,work,isSingle,grade
261,6,113,0.0,0.444734598650165,16,27,0.0,3,12,0,1,8.25
335,8,113,0.0,0.4880052511627171,20,27,0.0,3,12,0,1,8.82
979,24,113,0.0,0.2743523978298377,20,27,0.0,3,12,0,1,9.17
1619,40,113,0.0,0.3500366868452825,19,27,0.0,3,12,0,1,8.35
1817,45,113,0.0,0.4602624138462113,19,27,0.0,3,12,0,1,8.87
1897,47,113,0.0,0.4936977050296123,16,27,0.0,3,12,0,1,8.77
2254,56,113,0.0,0.4402632214028495,19,27,0.0,3,12,0,1,8.99
2536,63,113,0.0,0.36186936081698123,18,27,0.0,3,12,0,1,8.51
2696,67,113,0.0,0.4846924336166259,16,27,0.0,3,12,0,1,8.5
3216,80,113,0.0,0.2738964922611103,22,27,0.0,3,12,0,1,9.31
3334,83,113,0.0,0.4896807996831105,19,27,0.0,3,12,0,1,9.04
3776,94,113,0.0,0.4608701684636569,20,27,0.0,3,12,0,1,8.56
3820,95,113,0.0,0.4093675409117239,18,27,0.0,3,12,0,1,8.49
4331,108,113,0.0,0.3830882938184883,19,27,0.0,3,12,0,1,8.37
4656,116,113,0.0,0.4308325860431401,20,27,0.0,3,12,0,1,8.34
5538,138,113,0.0,0.4956329504810561,14,27,0.0,3,12,0,1,7.61
6293,157,113,0.0,0.4308690021852611,20,27,0.0,3,12,0,1,9.13
6337,158,113,0.0,0.2815983715928221,22,27,0.0,3,12,0,1,8.54
6374,159,113,0.0,0.2729587764282681,20,27,0.0,3,12,0,1,8.86
7055,176,113,0.0,0.5227912631334688,18,27,0.0,3,12,0,1,8.51
7214,180,113,0.0,0.40081189982433263,21,27,0.0,3,12,0,1,9.31
7256,181,113,0.0,0.4986639882516359,21,27,0.0,3,12,0,1,8.73
7934,198,113,0.0,0.44156171063572275,23,27,0.0,3,12,0,1,9.38
263,6,140,5.75,0.29921128715518985,11,30,0.0,4,8,1,0,6.57
304,7,140,5.083333333333333,0.30857347240473504,15,30,0.0,4,8,1,0,7.59
417,10,140,4.666666666666667,0.31241867268278006,20,30,0.0,4,8,1,0,7.91
698,17,140,6.083333333333333,0.4527327846461578,13,30,0.0,4,8,1,0,6.69
1182,29,140,5.166666666666667,0.31075168256414404,17,30,0.0,4,8,1,0,8.26
1257,31,140,5.333333333333333,0.21543742681202457,17,30,0.0,4,8,1,0,7.91
1418,35,140,5.25,0.2723399008137723,17,30,0.0,4,8,1,0,7.76
1660,41,140,5.0,0.34508918676688166,15,30,0.0,4,8,1,0,8.78
2017,50,140,5.5,0.20084643844895733,13,30,0.0,4,8,1,0,7.13
2177,54,140,4.666666666666667,0.3105157142216884,19,30,0.0,4,8,1,0,9.06
2257,56,140,5.666666666666667,0.31674900304463127,15,30,0.0,4,8,1,0,7.46
2379,59,140,4.75,0.25689546006207936,18,30,0.0,4,8,1,0,8.32
2781,69,140,5.166666666666667,0.3165556330493185,15,30,0.0,4,8,1,0,7.32
2977,74,140,5.75,0.2045568389751006,15,30,0.0,4,8,1,0,6.79
3060,76,140,4.916666666666667,0.31668613738837675,15,30,0.0,4,8,1,0,7.28
3578,89,140,6.083333333333333,0.32346576074579286,11,30,0.0,4,8,1,0,5.94
3978,99,140,5.25,0.19722160834512067,16,30,0.0,4,8,1,0,8.38
4218,105,140,5.083333333333333,0.32650497641537607,17,30,0.0,4,8,1,0,7.53
4377,109,140,5.5,0.19861365189613323,16,30,0.0,4,8,1,0,7.54
4465,111,140,4.666666666666667,0.32096539955016307,15,30,0.0,4,8,1,0,7.8
4779,119,140,5.583333333333333,0.1905246679314634,13,30,0.0,4,8,1,0,6.77
5338,133,140,5.333333333333333,0.28051274515382824,13,30,0.0,4,8,1,0,6.94
6342,158,140,4.833333333333333,0.20046641222805409,16,30,0.0,4,8,1,0,7.07
6659,166,140,5.25,0.26211112281159316,16,30,0.0,4,8,1,0,7.62
6779,169,140,5.5,0.33680175194905565,14,30,0.0,4,8,1,0,6.79
6985,174,140,5.75,0.29684793134423637,13,30,0.0,4,8,1,0,6.99
7422,185,140,5.083333333333333,0.31615860817254665,12,30,0.0,4,8,1,0,7.32
265,6,152,5.0,0.6614333269279952,14,28,1.0,5,17,1,1,6.93
906,22,152,5.083333333333333,0.7145031786289492,14,28,1.0,5,17,1,1,7.03
944,23,152,5.333333333333333,0.633978552365672,10,28,1.0,5,17,1,1,5.28
982,24,152,4.5,0.41491073973613196,15,28,1.0,5,17,1,1,7.36
1218,30,152,5.166666666666667,0.7129518084747061,15,28,1.0,5,17,1,1,6.04
1739,43,152,4.75,0.8210563019749096,14,28,1.0,5,17,1,1,5.89
1782,44,152,5.0,0.5609834716511531,15,28,1.0,5,17,1,1,7.26
2141,53,152,5.0,0.4264573494408322,13,28,1.0,5,17,1,1,7.8
2340,58,152,4.916666666666667,0.6903265226553886,10,28,1.0,5,17,1,1,6.1
2979,74,152,5.333333333333333,0.42448037432252156,13,28,1.0,5,17,1,1,7.07
3699,92,152,5.333333333333333,0.5796133867854466,14,28,1.0,5,17,1,1,7.1
3856,96,152,5.416666666666667,0.7375312569426247,14,28,1.0,5,17,1,1,6.66
4300,107,152,4.916666666666667,0.8233746757254242,13,28,1.0,5,17,1,1,6.18
5015,125,152,5.166666666666667,0.8078759526992854,12,28,1.0,5,17,1,1,6.56
5620,140,152,5.583333333333333,0.4091945910643082,12,28,1.0,5,17,1,1,6.78
5785,144,152,5.0,0.6625038097309796,14,28,1.0,5,17,1,1,6.7
6942,173,152,4.75,0.523766115867385,15,28,1.0,5,17,1,1,6.37
7177,179,152,5.333333333333333,0.7284592350653201,10,28,1.0,5,17,1,1,5.53
7297,182,152,5.333333333333333,0.3904738995311434,14,28,1.0,5,17,1,1,7.27
7494,187,152,5.25,0.6487712801127131,12,28,1.0,5,17,1,1,6.8
7902,197,152,5.583333333333333,0.729673667633032,13,28,1.0,5,17,1,1,6.63
266,6,187,5.5,0.6137036086956337,13,32,0.0,8,15,1,0,6.24
382,9,187,5.083333333333333,0.5049885381964969,14,32,0.0,8,15,1,0,7.33
506,12,187,4.916666666666667,0.5919875710609444,15,32,0.0,8,15,1,0,7.19
746,18,187,4.916666666666667,0.5752795019800382,15,32,0.0,8,15,1,0,7.6
1142,28,187,5.416666666666667,0.37189842844126625,17,32,0.0,8,15,1,0,8.17
1222,30,187,4.833333333333333,0.662516658960116,13,32,0.0,8,15,1,0,6.7
1265,31,187,5.0,0.3890831640171874,16,32,0.0,8,15,1,0,7.52
1548,38,187,4.583333333333333,0.3816451840171406,18,32,0.0,8,15,1,0,8.66
2307,57,187,4.833333333333333,0.767378779684354,17,32,0.0,8,15,1,0,7.24
3307,82,187,5.166666666666667,0.5734397662495402,17,32,0.0,8,15,1,0,6.58
3583,89,187,5.083333333333333,0.6106423822378436,13,32,0.0,8,15,1,0,6.37
3786,94,187,5.416666666666667,0.6061505206476162,15,32,0.0,8,15,1,0,6.94
4106,102,187,5.583333333333333,0.3744290758107937,15,32,0.0,8,15,1,0,7.79
4306,107,187,5.166666666666667,0.7560864220883291,12,32,0.0,8,15,1,0,5.77
4588,114,187,5.5,0.5925840535672334,15,32,0.0,8,15,1,0,6.46
4903,122,187,5.333333333333333,0.5787049283519197,16,32,0.0,8,15,1,0,8.54
5067,126,187,5.166666666666667,0.5984043003457866,14,32,0.0,8,15,1,0,6.34
5104,127,187,5.583333333333333,0.3871070919733714,11,32,0.0,8,15,1,0,6.81
5342,133,187,5.583333333333333,0.5372566228652974,14,32,0.0,8,15,1,0,7.23
5423,135,187,4.75,0.39136432918325853,16,32,0.0,8,15,1,0,7.7
6302,157,187,4.416666666666667,0.5730824301394678,17,32,0.0,8,15,1,0,7.44
6508,162,187,5.083333333333333,0.5793381713308462,14,32,0.0,8,15,1,0,6.66
6704,167,187,5.25,0.5532084204528792,10,32,0.0,8,15,1,0,5.27
6821,170,187,5.583333333333333,0.6050001178527558,15,32,0.0,8,15,1,0,6.87
7144,178,187,5.416666666666667,0.5650816109416135,11,32,0.0,8,15,1,0,5.6
7341,183,187,3.4166666666666665,0.6426860925984751,15,32,0.0,8,15,1,0,6.53
267,6,197,0.0,0.5221277699817481,21,31,0.0,8,13,0,0,8.49
1145,28,197,0.0,0.3206208508704274,23,31,0.0,8,13,0,0,8.92
1549,38,197,0.0,0.32260785768155203,23,31,0.0,8,13,0,0,10.0
1705,42,197,0.0,0.31669110976662984,21,31,0.0,8,13,0,0,9.13
1786,44,197,0.0,0.4347383812389764,22,31,0.0,8,13,0,0,8.71
2106,52,197,0.0,0.32155245034258434,22,31,0.0,8,13,0,0,9.18
2704,67,197,0.0,0.596459052452679,15,31,0.0,8,13,0,0,7.14
2949,73,197,0.0,0.4993946883609028,20,31,0.0,8,13,0,0,8.95
3308,82,197,0.0,0.47565959962405396,18,31,0.0,8,13,0,0,8.81
3864,96,197,0.0,0.5653874976603256,17,31,0.0,8,13,0,0,8.07
3943,98,197,0.0,0.4164075158958631,18,31,0.0,8,13,0,0,8.92
4589,114,197,0.0,0.48385646768002033,17,31,0.0,8,13,0,0,9.01
5106,127,197,0.0,0.3281481187244732,21,31,0.0,8,13,0,0,8.85
5709,142,197,0.0,0.34679490131854207,21,31,0.0,8,13,0,0,9.25
5744,143,197,0.0,0.5784139816526828,16,31,0.0,8,13,0,0,7.41
5860,146,197,0.0,0.33406077973927917,21,31,0.0,8,13,0,0,9.4
6064,151,197,0.0,0.3217061394255781,20,31,0.0,8,13,0,0,9.49
6510,162,197,0.0,0.49955003612250004,21,31,0.0,8,13,0,0,9.09
6705,167,197,0.0,0.476806546550439,21,31,0.0,8,13,0,0,8.02
6787,169,197,0.0,0.5471253559790399,18,31,0.0,8,13,0,0,8.73
7146,178,197,0.0,0.45736087009013154,20,31,0.0,8,13,0,0,9.16
7226,180,197,0.0,0.48269857990481135,20,31,0.0,8,13,0,0,8.99
7467,186,197,0.0,0.33059437205083525,23,31,0.0,8,13,0,0,9.29
7545,188,197,0.0,0.45362474934801383,22,31,0.0,8,13,0,0,9.19
7866,196,197,0.0,0.3154974283548073,22,31,0.0,8,13,0,0,9.01
7985,199,197,0.0,0.36356610161388403,18,31,0.0,8,13,0,0,8.33
268,6,208,5.666666666666667,0.6770943420212326,9,27,0.0,1,16,1,0,4.93
544,13,208,5.25,0.42955964450734024,16,27,0.0,1,16,1,0,7.25
708,17,208,4.666666666666667,0.8732276617214798,15,27,0.0,1,16,1,0,6.78
1067,26,208,5.083333333333333,0.7195693055931217,16,27,0.0,1,16,1,0,6.92
1188,29,208,5.666666666666667,0.6381231839509404,12,27,0.0,1,16,1,0,5.75
1307,32,208,5.333333333333333,0.6111905377414746,16,27,0.0,1,16,1,0,7.72
1432,35,208,5.166666666666667,0.5196900130582865,16,27,0.0,1,16,1,0,8.0
2671,66,208,4.916666666666667,0.6651118139479056,16,27,0.0,1,16,1,0,6.37
3187,79,208,5.5,0.7185726264423856,15,27,0.0,1,16,1,0,6.24
3263,81,208,5.583333333333333,0.5716572676548609,16,27,0.0,1,16,1,0,7.12
3310,82,208,5.5,0.6198227860106499,16,27,0.0,1,16,1,0,6.92
3428,85,208,5.166666666666667,0.45786615264640146,13,27,0.0,1,16,1,0,6.07
3467,86,208,5.25,0.3997110367738365,17,27,0.0,1,16,1,0,8.75
3548,88,208,5.25,0.6477440278927379,17,27,0.0,1,16,1,0,7.01
3985,99,208,5.25,0.39771740255052995,12,27,0.0,1,16,1,0,6.89
4869,121,208,5.0,0.4122272809251317,18,27,0.0,1,16,1,0,7.86
5792,144,208,4.666666666666667,0.6094631364685291,16,27,0.0,1,16,1,0,6.51
5862,146,208,5.416666666666667,0.4194826839035232,18,27,0.0,1,16,1,0,7.16
5908,147,208,5.0,0.5180006958920257,14,27,0.0,1,16,1,0,6.95
5946,148,208,5.0,0.5413639787677421,16,27,0.0,1,16,1,0,6.46
6389,159,208,4.666666666666667,0.39907296821775945,16,27,0.0,1,16,1,0,8.74
6428,160,208,5.25,0.39539741434757897,16,27,0.0,1,16,1,0,7.42
270,6,219,5.166666666666667,0.9315593840565372,11,27,2.0,4,21,1,0,3.69
1992,49,219,5.083333333333333,0.852235589988276,15,27,2.0,4,21,1,0,5.27
3827,95,219,4.833333333333333,0.8738404113329145,16,27,2.0,4,21,1,0,5.26
4151,103,219,5.083333333333333,0.7975147481101991,13,27,2.0,4,21,1,0,4.57
4473,111,219,5.0,0.966525670742926,9,27,2.0,4,21,1,0,3.2
5429,135,219,4.833333333333333,0.5464755086710859,14,27,2.0,4,21,1,0,5.54
5627,140,219,5.416666666666667,0.576524283189488,10,27,2.0,4,21,1,0,3.33
6305,157,219,5.583333333333333,0.8754144904077078,12,27,2.0,4,21,1,0,4.33
6585,164,219,4.416666666666667,0.8405537633623719,12,27,2.0,4,21,1,0,4.56
6670,166,219,5.5,0.7642083055050217,10,27,2.0,4,21,1,0,4.11
6912,172,219,5.25,0.7380728657709361,12,27,2.0,4,21,1,0,4.77
7385,184,219,4.75,0.747925494035259,12,27,2.0,4,21,1,0,4.79
7432,185,219,5.0,0.919469071773315,14,27,2.0,4,21,1,0,4.3
7505,187,219,5.166666666666667,0.9557065961751067,11,27,2.0,4,21,1,0,3.52
7747,193,219,5.5,0.9837769314904858,12,27,2.0,4,21,1,0,4.52
272,6,232,0.0,0.6521633963971648,18,27,0.0,3,17,0,0,7.75
511,12,232,0.0,0.6785453613985659,17,27,0.0,3,17,0,0,8.0
631,15,232,0.0,0.5956792266723351,20,27,0.0,3,17,0,0,9.32
1030,25,232,0.0,0.5873893311322821,17,27,0.0,3,17,0,0,8.97
1116,27,232,0.0,0.7092654356375148,19,27,0.0,3,17,0,0,8.51
1269,31,232,0.0,0.4635064879124006,22,27,0.0,3,17,0,0,9.61
1351,33,232,0.0,0.6160900353027093,19,27,0.0,3,17,0,0,8.14
1752,43,232,0.0,0.8027008022512829,19,27,0.0,3,17,0,0,7.81
1913,47,232,0.0,0.7282102731935313,21,27,0.0,3,17,0,0,8.9
2074,51,232,0.0,0.4232023429520702,22,27,0.0,3,17,0,0,9.01
2350,58,232,0.0,0.699258231531178,17,27,0.0,3,17,0,0,7.54
2432,60,232,0.0,0.7307368766175495,14,27,0.0,3,17,0,0,7.45
2675,66,232,0.0,0.6794185698350869,16,27,0.0,3,17,0,0,7.67
2751,68,232,0.0,0.4380979540613261,22,27,0.0,3,17,0,0,10.0
2793,69,232,0.0,0.6872185823026262,20,27,0.0,3,17,0,0,8.0
3432,85,232,0.0,0.45338724728968643,20,27,0.0,3,17,0,0,9.27
3550,88,232,0.0,0.6632718827367775,18,27,0.0,3,17,0,0,8.61
3589,89,232,0.0,0.6531483636025373,18,27,0.0,3,17,0,0,8.64
3748,93,232,0.0,0.6302268835437698,18,27,0.0,3,17,0,0,6.71
4191,104,232,0.0,0.42041729721858384,22,27,0.0,3,17,0,0,9.28
4910,122,232,0.0,0.6998151000375713,18,27,0.0,3,17,0,0,7.41
4953,123,232,0.0,0.5979812825445346,19,27,0.0,3,17,0,0,8.96
5073,126,232,0.0,0.6621226543571596,18,27,0.0,3,17,0,0,8.91
5148,128,232,0.0,0.5881150253404884,20,27,0.0,3,17,0,0,7.95
5631,140,232,0.0,0.4183835283971767,22,27,0.0,3,17,0,0,8.94
5712,142,232,0.0,0.48751021391144295,22,27,0.0,3,17,0,0,8.98
5829,145,232,0.0,0.6644239297306217,20,27,0.0,3,17,0,0,8.77
5910,147,232,0.0,0.5519143051793759,18,27,0.0,3,17,0,0,9.46
5948,148,232,0.0,0.5560198442977468,19,27,0.0,3,17,0,0,8.94
6152,153,232,0.0,0.6572875162874693,18,27,0.0,3,17,0,0,8.61
6748,168,232,0.0,0.4288313167867066,23,27,0.0,3,17,0,0,7.95
7389,184,232,0.0,0.5635771701546627,22,27,0.0,3,17,0,0,8.92
7950,198,232,0.0,0.6853932123559562,17,27,0.0,3,17,0,0,8.16
7989,199,232,0.0,0.44584590626961457,21,27,0.0,3,17,0,0,9.0
282,7,9,0.0,0.9356389432298474,19,28,0.0,5,25,0,1,8.05
1082,27,9,0.0,0.9862168412897451,19,28,0.0,5,25,0,1,8.23
1641,41,9,0.0,1.0249155624848565,20,28,0.0,5,25,0,1,8.49
1962,49,9,0.0,0.7714449551791907,17,28,0.0,5,25,0,1,8.06
2402,60,9,0.0,0.985865783771496,19,28,0.0,5,25,0,1,7.34
2442,61,9,0.0,1.1719114494451175,20,28,0.0,5,25,0,1,8.65
2561,64,9,0.0,0.9747861579045316,17,28,0.0,5,25,0,1,7.49
2682,67,9,0.0,1.034390642849647,16,28,0.0,5,25,0,1,8.15
2882,72,9,0.0,0.7966615581925215,20,28,0.0,5,25,0,1,8.6
3122,78,9,0.0,0.5353385913541654,22,28,0.0,5,25,0,1,8.51
3200,80,9,0.0,0.5358010515229458,22,28,0.0,5,25,0,1,8.47
3801,95,9,0.0,0.8486984690246199,18,28,0.0,5,25,0,1,8.42
4041,101,9,0.0,0.8476092108144844,19,28,0.0,5,25,0,1,8.01
4081,102,9,0.0,0.5776421447419642,23,28,0.0,5,25,0,1,8.42
4603,115,9,0.0,0.5529614562337261,21,28,0.0,5,25,0,1,8.05
4802,120,9,0.0,1.0970743768172442,15,28,0.0,5,25,0,1,7.99
5241,131,9,0.0,1.0749402613932943,17,28,0.0,5,25,0,1,8.18
5321,133,9,0.0,0.8325409992408646,21,28,0.0,5,25,0,1,7.73
5401,135,9,0.0,0.5492837200528234,21,28,0.0,5,25,0,1,8.59
6041,151,9,0.0,0.5722402579290161,23,28,0.0,5,25,0,1,8.49
6321,158,9,0.0,0.5784453240360059,22,28,0.0,5,25,0,1,9.13
6600,165,9,0.0,0.8084153537211477,20,28,0.0,5,25,0,1,7.93
6720,168,9,0.0,0.5393349363068544,23,28,0.0,5,25,0,1,9.39
7082,177,9,0.0,0.5523918341608148,21,28,0.0,5,25,0,1,9.09
7720,193,9,0.0,1.0765586521882866,15,28,0.0,5,25,0,1,7.52
283,7,11,4.416666666666667,0.9987889025136737,16,31,0.0,7,25,1,0,7.49
562,14,11,5.083333333333333,1.1926844751990124,16,31,0.0,7,25,1,0,6.01
642,16,11,5.333333333333333,1.0504345908580552,10,31,0.0,7,25,1,0,4.65
1084,27,11,5.25,1.08614146412926,17,31,0.0,7,25,1,0,6.64
1162,29,11,4.583333333333333,0.9796564627918439,16,31,0.0,7,25,1,0,7.31
1642,41,11,4.666666666666667,1.0830980417256002,18,31,0.0,7,25,1,0,6.46
1800,45,11,5.166666666666667,1.0749601579548853,18,31,0.0,7,25,1,0,6.25
1841,46,11,5.083333333333333,1.1604823733190393,14,31,0.0,7,25,1,0,6.0
2281,57,11,6.083333333333333,1.2242326321436168,10,31,0.0,7,25,1,0,4.63
2521,63,11,4.916666666666667,0.8846424537641352,12,31,0.0,7,25,1,0,6.27
2601,65,11,4.75,0.6164415635288515,16,31,0.0,7,25,1,0,6.73
2922,73,11,4.583333333333333,0.9859182716866779,17,31,0.0,7,25,1,0,7.44
2960,74,11,5.25,0.6310485984613211,17,31,0.0,7,25,1,0,6.25
3363,84,11,4.75,0.6282732231982561,15,31,0.0,7,25,1,0,6.77
3603,90,11,4.833333333333333,0.9768730437830252,13,31,0.0,7,25,1,0,6.1
3640,91,11,5.416666666666667,0.5744454867818755,15,31,0.0,7,25,1,0,7.42
3761,94,11,4.5,1.0150491856808037,13,31,0.0,7,25,1,0,6.99
3802,95,11,5.5,0.9429087521081261,14,31,0.0,7,25,1,0,6.86
3885,97,11,5.583333333333333,1.1093770741419002,13,31,0.0,7,25,1,0,6.45
4082,102,11,5.083333333333333,0.6479690557894869,16,31,0.0,7,25,1,0,6.96
4480,112,11,4.333333333333333,0.626266800054582,17,31,0.0,7,25,1,0,7.68
5242,131,11,5.166666666666667,1.1675106043930041,13,31,0.0,7,25,1,0,5.66
6123,153,11,5.5,0.8981372622876872,17,31,0.0,7,25,1,0,7.65
6482,162,11,4.833333333333333,0.9433854113426756,17,31,0.0,7,25,1,0,6.88
6800,170,11,5.5,0.9964705887806667,13,31,0.0,7,25,1,0,6.85
7362,184,11,5.5,0.8249125064753885,18,31,0.0,7,25,1,0,7.42
7801,195,11,4.833333333333333,1.0828330462380826,17,31,0.0,7,25,1,0,7.28
284,7,14,0.0,0.7647200203613974,22,29,2.0,6,18,0,1,9.78
563,14,14,0.0,0.8782782523392454,20,29,2.0,6,18,0,1,8.45
760,19,14,0.0,0.525417288589269,20,29,2.0,6,18,0,1,9.49
882,22,14,0.0,0.8230923808706918,20,29,2.0,6,18,0,1,7.79
922,23,14,0.0,0.767130362409182,21,29,2.0,6,18,0,1,9.55
1002,25,14,0.0,0.6561420161954706,18,29,2.0,6,18,0,1,8.17
1643,41,14,0.0,0.7963647457688307,18,29,2.0,6,18,0,1,7.63
2000,50,14,0.0,0.5260624738272381,21,29,2.0,6,18,0,1,8.17
2082,52,14,0.0,0.48048818732283577,22,29,2.0,6,18,0,1,8.85
2360,59,14,0.0,0.6087533429606383,19,29,2.0,6,18,0,1,7.38
2642,66,14,0.0,0.7599438852530055,18,29,2.0,6,18,0,1,8.23
3562,89,14,0.0,0.7552033028252665,17,29,2.0,6,18,0,1,9.06
3803,95,14,0.0,0.681924930716292,19,29,2.0,6,18,0,1,8.56
3886,97,14,0.0,0.8881797278960075,14,29,2.0,6,18,0,1,7.06
4002,100,14,0.0,0.7199651294608879,17,29,2.0,6,18,0,1,8.02
4161,104,14,0.0,0.4919119113814567,22,29,2.0,6,18,0,1,8.5
4243,106,14,0.0,0.8341860511316161,20,29,2.0,6,18,0,1,8.98
5081,127,14,0.0,0.5060234275981892,20,29,2.0,6,18,0,1,8.9
5201,130,14,0.0,0.6597574924340582,17,29,2.0,6,18,0,1,8.46
5361,134,14,0.0,0.9352703283822955,19,29,2.0,6,18,0,1,6.79
5763,144,14,0.0,0.7599427977906911,19,29,2.0,6,18,0,1,7.06
6560,164,14,0.0,0.6784056050621686,19,29,2.0,6,18,0,1,7.78
6801,170,14,0.0,0.7472378881285318,19,29,2.0,6,18,0,1,8.59
6922,173,14,0.0,0.5997865695254407,22,29,2.0,6,18,0,1,9.37
7041,176,14,0.0,0.8647724445071906,18,29,2.0,6,18,0,1,7.62
287,7,22,5.666666666666667,0.614243130054907,11,32,0.0,7,17,1,1,4.95
1045,26,22,5.0,0.675500785319158,12,32,0.0,7,17,1,1,5.13
1325,33,22,5.0,0.5669277679612745,14,32,0.0,7,17,1,1,6.67
1522,38,22,5.166666666666667,0.3586924051075882,18,32,0.0,7,17,1,1,7.93
1761,44,22,5.0,0.5474813981569787,12,32,0.0,7,17,1,1,6.59
2284,57,22,5.166666666666667,0.8111777760031961,10,32,0.0,7,17,1,1,5.06
2445,61,22,5.0,0.7965468786946935,16,32,0.0,7,17,1,1,7.7
2522,63,22,4.5,0.5513410229558874,14,32,0.0,7,17,1,1,7.17
2564,64,22,5.833333333333333,0.6903699694872586,11,32,0.0,7,17,1,1,4.48
3404,85,22,5.416666666666667,0.40098631800939905,13,32,0.0,7,17,1,1,6.55
3480,87,22,5.0,0.6906161303460597,16,32,0.0,7,17,1,1,6.22
3522,88,22,5.333333333333333,0.5830756213114963,14,32,0.0,7,17,1,1,6.96
4085,102,22,4.916666666666667,0.3721714020246974,18,32,0.0,7,17,1,1,7.79
4162,104,22,5.166666666666667,0.3751138845733235,17,32,0.0,7,17,1,1,7.58
5121,128,22,4.75,0.505913449312848,13,32,0.0,7,17,1,1,6.78
5362,134,22,5.166666666666667,0.8250801388604764,14,32,0.0,7,17,1,1,6.83
5442,136,22,6.0,0.7045364749449586,16,32,0.0,7,17,1,1,7.2
5482,137,22,5.083333333333333,0.5948544823982825,14,32,0.0,7,17,1,1,6.91
6401,160,22,5.75,0.37042804965749965,14,32,0.0,7,17,1,1,7.1
6764,169,22,4.416666666666667,0.6893837536063097,17,32,0.0,7,17,1,1,7.15
7601,190,22,5.083333333333333,0.35605268654234606,14,32,0.0,7,17,1,1,6.99
290,7,43,4.916666666666667,0.8548736591443231,8,29,3.0,4,19,1,0,2.24
525,13,43,5.25,0.5664311046688795,6,29,3.0,4,19,1,0,2.2
685,17,43,4.166666666666667,1.149284113473722,8,29,3.0,4,19,1,0,1.8
727,18,43,5.666666666666667,0.8397113464669631,7,29,3.0,4,19,1,0,2.1
842,21,43,5.333333333333333,0.8141505700639361,7,29,3.0,4,19,1,0,1.9
927,23,43,5.083333333333333,0.8253011226611884,6,29,3.0,4,19,1,0,1.1
1366,34,43,4.833333333333333,0.9589370923614707,10,29,3.0,4,19,1,0,3.28
1484,37,43,4.25,0.588434766968875,9,29,3.0,4,19,1,0,2.7
1724,43,43,5.666666666666667,0.977971464599328,4,29,3.0,4,19,1,0,0.91
2043,51,43,5.166666666666667,0.5702044245716609,6,29,3.0,4,19,1,0,3.07
2689,67,43,5.083333333333333,0.9500765827464995,14,29,3.0,4,19,1,0,4.59
2772,69,43,5.25,0.850783973494117,9,29,3.0,4,19,1,0,2.84
2964,74,43,4.666666666666667,0.5903470027483219,14,29,3.0,4,19,1,0,4.27
3125,78,43,5.0,0.5461497717672495,6,29,3.0,4,19,1,0,2.43
3410,85,43,5.25,0.6375065679503993,8,29,3.0,4,19,1,0,2.85
3447,86,43,5.333333333333333,0.5294229542283229,4,29,3.0,4,19,1,0,0.63
3723,93,43,5.25,0.8487027938883814,9,29,3.0,4,19,1,0,3.18
3809,95,43,5.416666666666667,0.8041130568535038,9,29,3.0,4,19,1,0,3.14
4966,124,43,4.583333333333333,0.9382524517206697,9,29,3.0,4,19,1,0,4.21
5405,135,43,5.0,0.5365426289768293,8,29,3.0,4,19,1,0,3.32
5527,138,43,4.916666666666667,0.97008038617503,13,29,3.0,4,19,1,0,3.81
5887,147,43,5.083333333333333,0.7097701120390355,8,29,3.0,4,19,1,0,1.86
6528,163,43,6.166666666666667,0.5386550249172408,6,29,3.0,4,19,1,0,2.21
6966,174,43,4.75,0.7433706745303832,11,29,3.0,4,19,1,0,3.06
7043,176,43,5.583333333333333,0.9616610409526727,8,29,3.0,4,19,1,0,2.57
7083,177,43,5.25,0.5963745609112331,13,29,3.0,4,19,1,0,4.71
7248,181,43,4.833333333333333,0.9582379194791993,8,29,3.0,4,19,1,0,2.82
7285,182,43,5.333333333333333,0.5506445003779203,9,29,3.0,4,19,1,0,3.14
7685,192,43,5.25,0.8269952906307262,8,29,3.0,4,19,1,0,2.12
7723,193,43,5.333333333333333,0.9611108608512243,9,29,3.0,4,19,1,0,2.98
7965,199,43,5.25,0.614239583378682,8,29,3.0,4,19,1,0,2.18
291,7,50,5.416666666666667,0.6293467206171154,14,34,2.0,12,15,1,0,5.63
325,8,50,5.5,0.7037809983916339,11,34,2.0,12,15,1,0,5.68
767,19,50,5.75,0.4525868023241307,9,34,2.0,12,15,1,0,4.31
1486,37,50,6.083333333333333,0.42285629688111553,11,34,2.0,12,15,1,0,5.36
1607,40,50,5.666666666666667,0.503577864703962,11,34,2.0,12,15,1,0,5.23
2205,55,50,5.75,0.726658359904476,9,34,2.0,12,15,1,0,3.59
3204,80,50,5.416666666666667,0.42257816199859577,10,34,2.0,12,15,1,0,5.29
3565,89,50,5.666666666666667,0.6478412638823664,7,34,2.0,12,15,1,0,4.22
4245,106,50,5.166666666666667,0.7362537051735738,13,34,2.0,12,15,1,0,5.74
5044,126,50,4.5,0.6742611868110363,16,34,2.0,12,15,1,0,6.0
5325,133,50,5.083333333333333,0.6040942015752496,12,34,2.0,12,15,1,0,4.65
6087,152,50,5.25,0.5295971932911766,11,34,2.0,12,15,1,0,4.93
6125,153,50,4.916666666666667,0.6188049226183567,12,34,2.0,12,15,1,0,5.68
6244,156,50,5.583333333333333,0.5517556948343874,7,34,2.0,12,15,1,0,4.34
